Count,Timestamp,"What location is this salary for? Select Remote-US if applicable. If Remote Canada, select Canadian HQ location. ",Position Title,"Base Salary $ (please quote in CAD) eg. 120,000 please DO NOT put ranges","Equity value (please quote into monetary value) eg. 20,000","Bonus, including sign on bonus $ (please quote in CAD, 0 if none) eg. 20,000",Other cash or equity,Total Compensation,"Years of Experience,  please include internships and co-ops eg. 1, 2.5, 5","Highest Education Achieved (most relevant, if possible)",Did you attend a tech bootcamp?,What year is this salary applicable for? ,Industry,"If you selected ""Other"" for industry, what industry is it?","Is this company considered to be FAANG/MMANGA (Microsoft, Apple, Amazon, Google, Facebook/Meta)",Company Size,,,Company Name (optional) 
200,2/24/2022 17:32:04,Quebec (QC),Machine Learning Scientist,"$170,000.00","$20,000.00",$0.00,,"$190,000.00",8,Masters - Related,No,2022,eCommerce,,No,< 10,,,
201,2/24/2022 22:16:36,Ontario (ON),Senior Software Developer,"$150,000.00",$0.00,"$26,000.00","$10,000","$186,000.00",4,Masters - Unrelated,No,2021,Tech,,No,1000+,,,
202,2/27/2022 20:49:15,British Columbia (BC),Application Developer,"$81,000.00",$0.00,"$4,000.00",0,"$85,000.00",2,Diploma - Related,Yes,2022,Government,,No,501-1000,,,
203,2/28/2022 11:57:16,Ontario (ON),Software Engineer,"$130,000.00","$50,000.00","$10,000.00","$20,000","$210,000.00",1,Diploma - Related,No,2022,Tech,,No,1000+,,,
204,2/28/2022 20:12:23,Ontario (ON),Frontend Web Developer,"$67,000.00",$0.00,"$3,000.00",,"$70,000.00",2,Bachelor's Degree - Related,No,2021,FinTech,,No,1000+,,,
205,3/1/2022 17:48:45,Quebec (QC),Senior DevOps Engineer ,"$145,000.00",$0.00,"$30,000.00",,"$175,000.00",15,Bachelor's Degree - Related,No,2021,ERP or CRM,,No,1000+,,,
206,3/3/2022 12:35:08,Ontario (ON),Software Engineer,"$90,000.00","$40,000.00",$0.00,,"$130,000.00",3,Bachelor's Degree - Unrelated,No,2022,Tech,,No,301-500,,,
207,3/3/2022 17:39:07,Remote - US,Solution Architect,"$229,400.00",$0.00,$0.00,0,"$229,400.00",5,Masters - Unrelated,No,2022,Tech,,No,51-100,,,
208,3/6/2022 1:52:53,Ontario (ON),Software Engineer ,"$127,000.00","$7,600.00","$37,000.00",,"$171,600.00",1.5,Bachelor's Degree - Related,No,2021,Tech,,Yes,1000+,,,
209,3/6/2022 23:04:52,Ontario (ON),Software Engineer,"$180,000.00","$160,000.00","$20,000.00",,"$360,000.00",6,Masters - Related,No,2022,Tech,,Yes,1000+,,,
210,3/7/2022 8:35:56,Ontario (ON),Software Developer,"$68,000.00",$0.00,"$2,000.00",,"$70,000.00",0,Bachelor's Degree - Related,No,2022,Transportation,,No,501-1000,,,
211,3/7/2022 17:32:32,Ontario (ON),Software Developer,"$115,500.00",$0.00,$0.00,0,"$115,500.00",2.5,Bachelor's Degree - Related,No,2022,ERP or CRM,,No,1000+,,,
212,3/11/2022 10:56:47,Ontario (ON),Senior Software Developer,"$120,000.00",$0.00,"$17,000.00",,"$137,000.00",12,Masters - Unrelated,No,2021,FinTech,,No,1000+,,,
213,3/12/2022 13:31:48,Ontario (ON),Software Engineer,"$86,000.00",$0.00,"$6,900.00",,"$92,900.00",3,Bachelor's Degree - Related,No,2021,Networking,,No,1000+,,,
214,3/12/2022 20:27:05,Remote - US,Software Engineer 3,"$210,000.00","$70,000.00","$30,000.00",0,"$310,000.00",3,Bachelor's Degree - Related,No,2022,Tech,,No,1000+,,,
215,3/16/2022 5:53:20,Ontario (ON),Senior Software Engineer,"$148,000.00",$0.00,"$20,000.00",,"$168,000.00",13,Bachelor's Degree - Related,No,2022,Health & Medicine,,No,1000+,,,
216,3/17/2022 12:59:40,Ontario (ON),Senior Consultant,"$120,000.00",$0.00,"$18,000.00",,"$138,000.00",6.5,Bachelor's Degree - Unrelated,No,2021,Consulting,,No,501-1000,,,
217,3/17/2022 13:04:08,Alberta (AB),Software Developer,"$75,000.00","$17,500.00",$0.00,"$3,000","$95,500.00",0.75,Bachelor's Degree - Related,No,2022,Tech,,No,11-50,,,
218,3/17/2022 22:55:59,Ontario (ON),Data Engineer,"$132,000.00","$35,000.00",$0.00,0,"$167,000.00",3,Bachelor's Degree - Unrelated,No,2022,FinTech,,No,101-200,,,
219,3/17/2022 23:17:47,Ontario (ON),Senior Business Systems Analyst,"$87,000.00",$0.00,"$5,000.00",,"$92,000.00",8,Masters - Related,No,2021,Tech,,No,1000+,,,
220,3/18/2022 6:12:32,Ontario (ON),Software Developer,"$90,000.00","$25,000.00",$0.00,,"$115,000.00",2,Bachelor's Degree - Related,No,2022,Tech,,No,1000+,,,
221,3/20/2022 10:53:20,Alberta (AB),Software Development Engineer 2,"$176,000.00","$87,000.00",$0.00,,"$263,000.00",8,Bachelor's Degree - Related,No,2022,Tech,,Yes,1000+,,,
222,3/20/2022 14:42:50,Ontario (ON),Full Stack Web Developer,"$75,000.00",$0.00,$0.00,,"$75,000.00",0,Certificate - Related,Yes,2022,Other,Crypto / NFT,No,< 10,,,
223,3/20/2022 16:37:58,British Columbia (BC),Software Engineer,"$65,000.00",$0.00,$0.00,,"$65,000.00",2.5,Bachelor's Degree - Related,No,2022,Networking,,No,11-50,,,
224,3/21/2022 11:59:14,Ontario (ON),Software Developer Test 1,"$70,000.00","$7,000.00",$0.00,0,"$77,000.00",1,Diploma - Related,No,2022,eCommerce,,No,501-1000,,,
225,3/21/2022 13:52:31,Ontario (ON),Software Test Developer,"$82,000.00",$0.00,"$6,000.00",0,"$88,000.00",2,Bachelor's Degree - Related,No,2022,Telecommunication,,No,1000+,,,
226,3/22/2022 9:00:19,Saskatchewan (SK),Software Developer,"$75,000.00",$0.00,$0.00,0,"$75,000.00",3,Bachelor's Degree - Related,No,2022,FinTech,,No,501-1000,,,
227,3/23/2022 0:36:13,Ontario (ON),Software Developer 2,"$120,000.00",$0.00,"$12,000.00",,"$132,000.00",3,Bachelor's Degree - Related,No,2022,eCommerce,,No,501-1000,,,
228,3/25/2022 16:54:42,Quebec (QC),Software Developer,"$75,000.00",$0.00,$0.00,"$3,000","$78,000.00",3,Diploma - Related,No,2021,Manufacturing,,No,1000+,,,
229,3/30/2022 15:14:54,Ontario (ON),Software Engineer ,"$85,000.00","$30,000.00","$6,800.00","$1,500","$123,300.00",1.5,Bachelor's Degree - Related,No,2022,Networking,,No,1000+,,,
230,3/30/2022 15:51:47,Remote - US,Senior Software Engineer,"$180,000.00",$0.00,"$35,000.00","$159,000","$374,000.00",8,Bachelor's Degree - Related,No,2022,Tech,,Yes,1000+,,,
231,3/31/2022 12:44:09,Ontario (ON),Backend Software Engineer 2,"$142,000.00","$25,000.00","$14,200.00","$30,000","$211,200.00",2.5,Bachelor's Degree - Related,No,2022,Tech,,No,1000+,,,
232,4/2/2022 15:06:08,British Columbia (BC),Software Developer,"$62,300.00",$0.00,$0.00,,"$62,300.00",2,Diploma - Related,No,2022,Tech,,No,11-50,,,
233,4/4/2022 1:34:30,Quebec (QC),Software Developer,"$81,000.00",$0.00,"$9,000.00",,"$90,000.00",2,Bachelor's Degree - Related,No,2022,Telecommunication,,No,1000+,,,
234,4/4/2022 17:05:10,Alberta (AB),Software Developer 1,"$95,000.00","$20,000.00","$20,000.00",,"$135,000.00",1.5,Bachelor's Degree - Related,No,2022,FinTech,,No,1000+,,,
235,4/6/2022 18:45:36,Manitoba (MB),Software Developer 1,"$70,000.00",$0.00,$0.00,,"$70,000.00",2,Certificate - Unrelated,Yes,2022,Telecommunication,,No,301-500,,,
236,4/6/2022 20:50:30,Nova Scotia (NS),Software Developer,"$62,000.00",$0.00,$0.00,,"$62,000.00",4,Bachelor's Degree - Related,No,2022,Research,,No,< 10,,,
237,4/7/2022 15:40:40,Alberta (AB),Software Engineer,"$85,000.00",$0.00,"$10,000.00",0,"$95,000.00",3,Bachelor's Degree - Related,No,2022,B2B,,No,501-1000,,,
238,4/8/2022 4:04:08,Ontario (ON),Software Engineer,"$65,000.00",$0.00,$0.00,,"$65,000.00",1,Diploma - Related,No,2022,Education,,No,11-50,,,
239,4/8/2022 16:29:37,Ontario (ON),Software Development Engineer,"$117,500.00","$30,639.00","$3,677.00",,"$151,816.00",2,Bachelor's Degree - Related,No,2022,Tech,,Yes,1000+,,,
240,4/9/2022 3:32:08,British Columbia (BC),Intermediate Software Developer,"$99,000.00",$0.00,"$90,000.00",,"$189,000.00",4,Bachelor's Degree - Related,No,2022,Networking,,No,1000+,,,
241,4/9/2022 3:35:14,Remote - US,Security Engineer,"$145,000.00",$0.00,"$25,000.00",,"$170,000.00",4,Bachelor's Degree - Related,No,2022,Networking,,No,1000+,,,
242,4/9/2022 5:20:57,Remote - US,Data Engineer,"$180,000.00","$6,000.00",$0.00,0,"$186,000.00",3.5,Masters - Related,No,2022,FinTech,,No,51-100,,,
243,4/9/2022 11:16:02,Ontario (ON),Software Engineer 2,"$140,000.00","$60,000.00","$20,000.00",,"$220,000.00",3,Bachelor's Degree - Related,No,2022,Tech,,No,1000+,,,
244,4/11/2022 13:16:35,Ontario (ON),Senior DevOps Specialist,"$110,000.00",$0.00,"$11,000.00",,"$121,000.00",3,Bachelor's Degree - Related,Yes,2022,FinTech,,No,301-500,,,
245,4/11/2022 21:13:11,Ontario (ON),Software Developer,"$80,000.00",$0.00,$0.00,0,"$80,000.00",2,Bachelor's Degree - Unrelated,No,2022,Tech,,No,< 10,,,
246,4/11/2022 22:05:23,Saskatchewan (SK),Programmer Analyst,"$82,000.00",$0.00,$0.00,,"$82,000.00",1,Bachelor's Degree - Related,No,2022,Government,,No,501-1000,,,
247,4/11/2022 22:35:14,British Columbia (BC),Full Stack Developer ,"$67,000.00",$0.00,$0.00,0,"$67,000.00",1,Diploma - Related,Yes,2022,Tech,,No,11-50,,,
248,4/12/2022 2:31:35,Ontario (ON),FrontendSoftware Engineer,"$90,000.00","$20,000.00",$0.00,,"$110,000.00",1,Bachelor's Degree - Unrelated,Yes,2022,B2B,,No,< 10,,,
249,4/12/2022 4:58:25,Quebec (QC),Senior Software Developer,"$85,000.00",$0.00,"$7,000.00",0,"$92,000.00",7,Diploma  - Unrelated,No,2022,ERP or CRM,,No,51-100,,,
250,4/12/2022 5:40:10,Ontario (ON),Senior Software Developer ,"$100,000.00",$0.00,$0.00,,"$100,000.00",8,Bachelor's Degree - Related,No,2022,Tech,,No,1000+,,,
251,4/12/2022 6:39:41,Ontario (ON),Software Engineer ,"$115,000.00","$4,500.00",$0.00,,"$119,500.00",1,Bachelor's Degree - Unrelated,Yes,2022,Health & Medicine,,No,51-100,,,
252,4/12/2022 10:01:18,Ontario (ON),Security Engineer,"$155,000.00","$45,000.00",$0.00,0,"$200,000.00",3,Bachelor's Degree - Related,No,2022,Tech,,No,1000+,,,
253,4/12/2022 12:16:30,Remote - US,New Grad Software Engineer,"$95,000.00","$81,870.00","$6,400.00",,"$183,270.00",1.6,Bachelor's Degree - Related,No,2022,Tech,,No,1000+,,,
254,4/12/2022 14:15:21,British Columbia (BC),Software Development Engineer 1,"$130,000.00","$85,000.00","$45,000.00","$9,000","$269,000.00",1,Bachelor's Degree - Related,No,2022,Tech,,Yes,1000+,,,
255,4/13/2022 15:25:46,Quebec (QC),Software Developer,"$70,000.00",$0.00,$0.00,,"$70,000.00",0,Bachelor's Degree - Unrelated,No,2022,Other,,No,1000+,,,
256,4/14/2022 17:57:35,British Columbia (BC),Member of Technical Staff,"$175,000.00",$0.00,"$35,000.00","$170,000","$380,000.00",13,Bachelor's Degree - Unrelated,No,2022,Tech,,No,1000+,,,
257,4/15/2022 17:13:42,Remote - US,Android Engineer,"$189,500.00",$0.00,$0.00,0,"$189,500.00",2,Bachelor's Degree - Related,No,2022,Consulting,,No,51-100,,,
258,4/16/2022 18:20:19,Alberta (AB),Software Engineer,"$65,000.00",$0.00,$0.00,0,"$65,000.00",3,Bachelor's Degree - Related,No,2022,Government,,No,1000+,,,
259,4/18/2022 22:22:47,Ontario (ON),Software Engineer,"$110,000.00",$0.00,$0.00,,"$110,000.00",6,Diploma - Related,No,2022,Tech,,No,51-100,,,
260,4/18/2022 22:29:00,British Columbia (BC),Product Designer,"$110,000.00",$0.00,$0.00,0,"$110,000.00",1,Bachelor's Degree - Unrelated,No,2022,Tech,,No,1000+,,,
261,4/19/2022 1:27:54,Manitoba (MB),Software Developer Co-op,"$44,000.00",$0.00,$0.00,,"$44,000.00",0.25,Diploma - Related,No,2022,Tech,,No,201-300,,,
262,4/19/2022 2:59:08,Ontario (ON),Junior Data Engineer ,"$75,000.00",$0.00,"$7,500.00",0,"$82,500.00",0.7,Bachelor's Degree - Related,No,2021,FinTech,,No,301-500,,,
263,4/19/2022 8:29:44,British Columbia (BC),Senior Software Engineer,"$120,000.00","$100,000.00",$0.00,0,"$220,000.00",6,Bachelor's Degree - Related,No,2022,FinTech,,No,11-50,,,
264,4/19/2022 9:54:14,Ontario (ON),Senior Software Engineer,"$230,000.00","$50,000.00","$20,000.00",,"$300,000.00",7,Bachelor's Degree - Related,No,2021,FinTech,,No,51-100,,,
265,4/19/2022 11:05:12,Ontario (ON),Software Developer,"$75,000.00",$0.00,"$5,000.00",,"$80,000.00",0,Bachelor's Degree - Related,No,2022,Tech,,No,1000+,,,
266,4/19/2022 11:35:24,Quebec (QC),Java Developer ,"$99,000.00",$0.00,"$10,000.00","$6,000","$115,000.00",4.5,Bachelor's Degree - Related,No,2022,FinTech,,No,1000+,,,
267,4/19/2022 17:37:51,Ontario (ON),Senior Software Engineer,"$224,500.00","$100,000.00","$30,000.00",,"$354,500.00",10,Bachelor's Degree - Related,No,2022,eCommerce,,No,1000+,,,
268,4/23/2022 12:15:48,Ontario (ON),Software Engineer,"$160,000.00",$0.00,"$15,000.00",,"$175,000.00",5,Bachelor's Degree - Related,No,2022,Tech,,No,11-50,,,
269,4/24/2022 20:05:19,Ontario (ON),Junior Software Developer,"$66,000.00",$0.00,$0.00,0,"$66,000.00",2.5,Bachelor's Degree - Unrelated,No,2020,Other,startup,No,< 10,,,
270,4/26/2022 8:16:45,Ontario (ON),Software Development Manager,"$240,000.00","$70,000.00","$70,000.00",,"$380,000.00",4,Bachelor's Degree - Related,No,2022,eCommerce,,Yes,1000+,,,
271,4/26/2022 17:54:44,Alberta (AB),Senior Software Developer ,"$130,000.00","$10,000.00",$0.00,,"$140,000.00",8,Bachelor's Degree - Related,No,2022,B2B,,No,501-1000,,,
272,4/28/2022 10:27:10,Quebec (QC),Full Stack Software engineer,"$85,000.00",$0.00,$0.00,0,"$85,000.00",5,Masters - Related,No,2022,eCommerce,,No,1000+,,,
273,4/29/2022 9:00:23,Alberta (AB),Software Developer 2,"$110,000.00","$1,000.00",$0.00,,"$111,000.00",2,Bachelor's Degree - Related,No,2022,Tech,,No,501-1000,,,
274,4/29/2022 22:57:37,Remote - US,Software Engineer,"$120,000.00","$35,000.00","$10,000.00",,"$165,000.00",9,Bachelor's Degree - Related,No,2022,FinTech,,No,11-50,,,
275,5/2/2022 14:21:03,British Columbia (BC),Senior DevOps Engineer,"$150,000.00",$0.00,"$25,000.00","$9,000","$184,000.00",8,Bachelor's Degree - Related,No,2022,Tech,,No,201-300,,,
276,5/2/2022 14:24:01,Ontario (ON),Software Developer ,"$100,000.00",$0.00,"$8,000.00","$5,000","$113,000.00",3,Bachelor's Degree - Related,No,2022,Tech,,No,1000+,,,
277,5/2/2022 15:08:43,Ontario (ON),Software Consultant,"$65,000.00",$0.00,"$4,000.00",,"$69,000.00",1,Bachelor's Degree - Related,No,2021,Consulting,,No,101-200,,,
278,5/2/2022 15:45:14,Ontario (ON),Backend Software Developer,"$77,000.00","$2,500.00",$0.00,0,"$79,500.00",1.3,Bachelor's Degree - Related,No,2022,Tech,,No,101-200,,,
279,5/3/2022 1:40:40,Ontario (ON),Production Engineer,"$195,000.00","$78,000.00","$70,000.00",,"$343,000.00",8,Masters - Unrelated,No,2022,Tech,,Yes,1000+,,,
280,5/3/2022 7:01:05,Ontario (ON),Senior Software Developer,"$150,000.00","$60,000.00","$22,500.00",,"$232,500.00",9,Bachelor's Degree - Related,No,2022,Tech,,No,1000+,,,
281,5/3/2022 9:18:14,Ontario (ON),Software Development Engineer 2,"$150,000.00","$100,000.00",$0.00,,"$250,000.00",6,Masters - Related,No,2022,Tech,,Yes,1000+,,,
282,5/3/2022 11:17:36,Quebec (QC),Frontend Developer,"$110,000.00",$0.00,$0.00,0,"$110,000.00",2,Bachelor's Degree - Unrelated,No,2022,eCommerce,,No,201-300,,,
283,5/3/2022 13:04:25,British Columbia (BC),Software Development Engineer 1,"$128,000.00","$42,000.00",$0.00,,"$170,000.00",3,Bachelor's Degree - Related,No,2022,Tech,,Yes,1000+,,,
284,5/3/2022 15:00:10,Ontario (ON),Senior Cloud Engineer,"$103,000.00",$0.00,"$15,000.00",,"$118,000.00",4,Bachelor's Degree - Related,No,2021,FinTech,,No,1000+,,,
285,5/3/2022 16:28:57,Ontario (ON),Software Engineer,"$135,000.00","$45,000.00","$13,500.00",,"$193,500.00",6.5,Bachelor's Degree - Related,No,2022,Tech,,No,1000+,,,
286,5/3/2022 16:38:25,Ontario (ON),Software Developer,"$120,000.00",$0.00,$0.00,,"$120,000.00",2.5,Masters - Related,No,2022,eCommerce,,No,501-1000,,,
287,5/3/2022 16:52:45,Ontario (ON),Software Engineer,"$106,000.00","$7,000.00","$12,000.00",,"$125,000.00",4,Bachelor's Degree - Related,No,2022,FinTech,,No,1000+,,,
288,5/3/2022 17:25:18,British Columbia (BC),Software Developer 1,"$112,000.00","$112,000.00","$34,000.00",,"$258,000.00",0.5,Bachelor's Degree - Related,No,2022,eCommerce,,Yes,1000+,,,
289,5/3/2022 18:16:53,Ontario (ON),System Engineer,"$38,000.00",$0.00,$0.00,,"$38,000.00",1,Bachelor's Degree - Unrelated,No,2021,Tech,,No,< 10,,,
290,5/4/2022 6:06:52,Ontario (ON),Software Developer,"$160,000.00",$0.00,"$15,000.00",,"$175,000.00",4,Bachelor's Degree - Related,No,2022,Tech,,No,11-50,,,
291,5/4/2022 12:01:26,Ontario (ON),Java Web Developer,"$75,000.00",$0.00,"$3,000.00",0,"$78,000.00",1.5,Bachelor's Degree - Related,No,2022,Manufacturing,,No,11-50,,,
292,5/4/2022 20:34:54,Ontario (ON),Software Engineer ,"$80,000.00",$0.00,$0.00,,"$80,000.00",1.5,Bachelor's Degree - Related,No,2022,Telecommunication,,No,501-1000,,,
293,5/4/2022 22:49:53,British Columbia (BC),Senior Software Engineer,"$117,000.00","$40,000.00",$0.00,,"$157,000.00",3.5,Bachelor's Degree - Related,No,2022,Networking,,No,1000+,,,
294,5/5/2022 7:15:11,Ontario (ON),Embedded software engineer,"$120,000.00","$100,000.00",$0.00,,"$220,000.00",4,Bachelor's Degree - Related,No,2022,Other,Perception,No,201-300,,,
295,5/5/2022 8:20:34,British Columbia (BC),Software Developer Level 2,"$100,000.00","$5,000.00","$5,000.00",0,"$110,000.00",8,Diploma - Related,No,2021,Other,Mining,No,1000+,,,
296,5/5/2022 10:40:20,Ontario (ON),Full Stack Software Engineer,"$120,000.00","$5,000.00",$0.00,0,"$125,000.00",0.5,Bachelor's Degree - Related,No,2022,Health & Medicine,,No,11-50,,,
297,5/5/2022 11:07:33,Alberta (AB),Full Stack Developer,"$85,000.00",$0.00,$0.00,0,"$85,000.00",1.5,Masters - Related,No,2022,Government,,No,1000+,,,
298,5/5/2022 17:21:46,Ontario (ON),iOS Engineer,"$120,000.00",$0.00,$0.00,0,"$120,000.00",2.75,Bachelor's Degree - Related,No,2022,Tech,,No,51-100,,,
299,5/5/2022 21:16:49,Quebec (QC),Software Developer ,"$65,000.00",$0.00,$0.00,0,"$65,000.00",2,Bachelor's Degree - Related,No,2022,Manufacturing,,No,< 10,,,
300,5/6/2022 10:17:45,Ontario (ON),Software Developer 3,"$115,000.00","$20,000.00",$0.00,,"$135,000.00",4,High School Diploma Only,No,2022,Education,,No,101-200,,,
301,5/6/2022 11:47:36,Remote - US,Backend Engineer,"$193,000.00",$0.00,$0.00,,"$193,000.00",8,Masters - Related,No,2022,FinTech,,No,51-100,,,
302,5/7/2022 7:29:55,Quebec (QC),Software Engineer,"$135,000.00","$132,000.00","$26,300.00",,"$293,300.00",4,Bachelor's Degree - Unrelated,No,2022,Tech,,Yes,1000+,,,
303,5/7/2022 9:55:04,Ontario (ON),Software Engineer ,"$134,000.00",$0.00,"$20,000.00",,"$154,000.00",5,Masters - Related,No,2022,FinTech,,No,51-100,,,
304,5/9/2022 14:35:12,Ontario (ON),Firmware Engineer,"$90,000.00","$12,000.00","$5,000.00",,"$107,000.00",0,Bachelor's Degree - Related,No,2022,Other,Semiconductor industry (chip design),No,1000+,,,AMD
305,5/10/2022 0:55:37,British Columbia (BC),Software Development Engineer,"$90,000.00","$10,000.00",$0.00,"$10,000","$110,000.00",4,Bachelor's Degree - Related,No,2022,Tech,,No,1000+,,,
306,5/10/2022 7:08:31,Ontario (ON),Associate Software Developer,"$110,000.00","$25,000.00","$20,000.00",,"$155,000.00",0,Masters - Related,No,2022,Tech,,No,1000+,,,
307,5/10/2022 10:57:07,Quebec (QC),Embedded Software Developer,"$84,000.00",$0.00,$0.00,,"$84,000.00",2.5,Masters - Related,No,2022,Other,Industrial automation,No,11-50,,,
308,5/10/2022 17:15:07,Remote - US,Principal Software Engineer,"$293,000.00","$190,000.00",$0.00,0,"$483,000.00",15,Bachelor's Degree - Related,No,2022,Video Games,,No,1000+,,,Roblox
309,5/11/2022 0:06:28,British Columbia (BC),Junior Full Stack Developer,"$53,500.00",$0.00,$0.00,0,"$53,500.00",0,Bachelor's Degree - Related,No,2022,Other,Construction,No,11-50,,,
310,5/12/2022 16:49:18,Ontario (ON),Software Developer,"$71,500.00",$0.00,"$8,000.00","$1,000","$80,500.00",3.5,Bachelor's Degree - Related,No,2022,Other,Logistics,No,501-1000,,,
311,5/16/2022 23:43:38,Remote - US,Infrastructure Engineer,"$150,000.00","$55,000.00","$5,000.00",,"$210,000.00",4,Bachelor's Degree - Related,No,2022,Tech,,No,201-300,,,
312,5/17/2022 5:47:39,Ontario (ON),Software Engineer,"$142,000.00","$36,000.00",$0.00,"$6,800.00","$184,800.00",1,Bachelor's Degree - Related,No,2022,Tech,,No,1000+,,,
313,5/17/2022 11:09:20,British Columbia (BC),Software Developer,"$65,000.00",$0.00,"$10,000.00",,"$75,000.00",1.5,Bachelor's Degree - Related,No,2022,ERP or CRM,,No,101-200,,,
314,5/17/2022 14:34:11,Ontario (ON),Senior Developer,"$85,000.00","$7,000.00","$12,000.00",,"$104,000.00",5,Diploma - Related,No,2022,FinTech,,No,1000+,,,RBC
315,5/18/2022 9:00:45,Ontario (ON),Senior software engineer,"$105,000.00",$0.00,$0.00,,"$105,000.00",5,Bachelor's Degree - Related,No,2022,FinTech,,No,51-100,,,
316,5/18/2022 17:56:51,Quebec (QC),Senior Software Engineer,"$85,000.00",$0.00,$0.00,0,"$85,000.00",16,Bachelor's Degree - Related,No,2022,Other,Chemicals,No,11-50,,,
317,5/23/2022 20:46:56,Ontario (ON),Associate Developer,"$75,000.00",$0.00,"$9,000.00",,"$84,000.00",2,Diploma - Related,No,2022,FinTech,,No,1000+,,,
318,5/24/2022 6:52:23,Remote - US,Principle Software Engineering Consultant,"$235,000.00",$0.00,$0.00,0,"$235,000.00",5,Bachelor's Degree - Related,No,2022,ERP or CRM,,No,1000+,,,
319,5/24/2022 12:48:41,Quebec (QC),Software developer ,"$70,000.00",$0.00,"$3,000.00",,"$73,000.00",0,Bachelor's Degree - Related,No,2022,Video Games,,No,1000+,,,
320,5/24/2022 15:25:03,Ontario (ON),QA Engineer,"$75,000.00",$0.00,$0.00,0,"$75,000.00",1,Diploma - Related,No,2021,Tech,,No,301-500,,,
321,5/24/2022 16:09:18,Ontario (ON),Software Engineering Intern,"$65,000.00",$0.00,$0.00,0,"$65,000.00",0,High School Diploma Only,No,2022,Tech,,No,1000+,,,
322,5/24/2022 17:43:05,Remote - US,Software Engineer 2,"$139,976.00",$0.00,$0.00,,"$139,976.00",5,Masters - Related,No,2022,Tech,,No,11-50,,,
323,5/24/2022 18:56:02,Ontario (ON),Junior Software Developer,"$115,000.00","$40,000.00","$17,500.00",,"$172,500.00",2,Bachelor's Degree - Related,No,2022,Tech,,No,1000+,,,DoorDash
324,5/24/2022 19:05:19,Ontario (ON),Software Developer,"$75,000.00",$0.00,$0.00,0,"$75,000.00",4,Diploma - Related,No,2022,Tech,,No,< 10,,,Clirio
325,5/24/2022 21:00:20,Quebec (QC),Senior Software Engineer ,"$180,000.00","$22,500.00","$5,000.00",,"$207,500.00",8,Masters - Related,No,2022,Tech,,No,501-1000,,,
326,5/24/2022 21:32:23,Ontario (ON),Senior Software Reliability Architect,"$158,000.00",$0.00,$0.00,,"$158,000.00",15,Bachelor's Degree - Related,No,2022,Tech,,No,1000+,,,
327,5/24/2022 22:04:21,Ontario (ON),Data scientist,"$115,000.00",$0.00,"$14,000.00",,"$129,000.00",1,Masters - Related,No,2022,Manufacturing,,No,1000+,,,
328,5/25/2022 12:00:24,Alberta (AB),Software Engineer 2,"$105,000.00","$8,000.00","$2,000.00",,"$115,000.00",4,Bachelor's Degree - Related,No,2022,Tech,,No,201-300,,,Jobber
329,5/25/2022 13:55:40,Ontario (ON),Software Developer,"$115,000.00","$25,000.00","$5,000.00",,"$145,000.00",4,Bachelor's Degree - Related,No,2022,Tech,,No,1000+,,,
330,5/25/2022 18:24:39,Ontario (ON),Software Engineer,"$150,000.00",$0.00,"$10,000.00",,"$160,000.00",14,Masters - Related,No,2022,Tech,,No,1000+,,,
331,5/25/2022 19:21:17,Ontario (ON),Senior Software Engineer,"$185,500.00","$160,000.00","$18,500.00",,"$364,000.00",7,Masters - Related,No,2022,FinTech,,No,1000+,,,
332,5/25/2022 20:15:08,Remote - US,Architect,"$255,000.00",$0.00,"$30,000.00",0,"$285,000.00",12,Masters - Related,No,2022,Consulting,,No,501-1000,,,
333,5/26/2022 22:12:20,Remote - US,Senior Software Engineer,"$210,000.00","$200,000.00","$60,000.00",,"$470,000.00",7,Bachelor's Degree - Related,No,2022,FinTech,,Yes,1000+,,,
334,5/30/2022 18:12:12,Remote - US,Software Engineer,"$116,000.00","$38,000.00","$10,000.00",0,"$164,000.00",8.5,Bachelor's Degree - Related,No,2022,FinTech,,No,11-50,,,
335,5/31/2022 6:08:12,Ontario (ON),Software Developer in Test Specialist ,"$120,000.00",$0.00,$0.00,,"$120,000.00",17,Diploma - Related,No,2022,Tech,,No,301-500,,,
336,5/31/2022 8:13:28,Remote - US,Analytics Engineer,"$130,000.00","$16,000.00","$12,600.00",,"$158,600.00",7,Masters - Related,Yes,2022,Tech,,No,11-50,,,
337,5/31/2022 12:58:17,Ontario (ON),Software Engineer,"$94,000.00",$0.00,"$9,000.00",,"$103,000.00",3,Bachelor's Degree - Related,No,2022,Consulting,,No,101-200,,,
338,5/31/2022 16:17:32,Alberta (AB),Technology Manager,"$115,000.00",$0.00,"$20,000.00","$10,000","$145,000.00",15,High School Diploma Only,No,2022,Telecommunication,,No,1000+,,,Major Canadian Telco
339,5/31/2022 17:06:44,Ontario (ON),Lead Full-stack Software Engineer,"$160,000.00","$5,000.00","$30,000.00",,"$195,000.00",9,Diploma - Related,No,2022,Other,Insurance,No,1000+,,,
340,5/31/2022 19:20:29,Manitoba (MB),Software Developer,"$85,000.00",$0.00,$0.00,,"$85,000.00",4,High School Diploma Only,No,2022,Telecommunication,,No,301-500,,,
341,5/31/2022 19:43:57,Remote - US,Software Engineer 2,"$110,000.00","$40,000.00","$80,000.00","$20,000","$250,000.00",2.5,Bachelor's Degree - Related,No,2022,Tech,,Yes,1000+,,,Microsoft
